case_id,phone_hash,bank_hash,upi_hash,sim_hash,vehicle_hash,weapon_type,digital_artifact_hash
"KA-202507-030060","PH-DDA91DEB90","","","","","masked blunt object",""
"KA-202507-030063","PH-836AFB00B1","","","","","masked blunt object",""
"KA-202507-030066","PH-EA845ABC5A","","","","","masked blunt object",""
"KA-202507-030069","PH-3275E4A148","","","","","masked blunt object",""
"KA-202507-030072","PH-411F3AFDC1","","","","","masked blunt object",""
"KA-202507-030075","PH-1325ED18E7","","","","","masked blunt object",""
"KA-202507-030078","PH-87AB54F63E","","","","","masked blunt object",""
"KA-202507-030081","PH-87C4D900EE","","","","","masked blunt object",""
"KA-202507-030084","PH-7F91435DD9","","","","","masked blunt object",""
"KA-202507-030087","PH-0E535A083C","","","","","masked blunt object",""
"KA-202507-030090","PH-D7566057D8","","","","","masked blunt object",""
"KA-202507-030093","PH-7989BF537C","","","","","masked blunt object",""
"KA-202507-030096","PH-FBF45B179D","","","","","masked blunt object",""
"KA-202507-030099","PH-307480AF61","","","","","masked blunt object",""
"KA-202507-030102","PH-A1405E6BEB","","","","","masked blunt object",""
"KA-202507-030105","PH-74EC81810C","","","","","masked blunt object",""
"KA-202507-030108","PH-7F911B1823","","","","","masked blunt object",""
"KA-202507-030111","PH-571AEF630F","","","","","masked blunt object",""
"KA-202507-030114","PH-AD334BA523","","","","","masked blunt object",""
"KA-202507-030117","PH-47D84A863A","","","","","masked blunt object",""
"KA-202507-030120","PH-8BB9CA8370","","","","","masked blunt object",""
"KA-202507-030123","PH-F0722382C6","","","","","masked blunt object",""
"KA-202507-030126","PH-CE1E761FB3","","","","","masked blunt object",""
"KA-202507-030129","PH-1868F4ED1F","","","","","masked blunt object",""
"KA-202507-030132","PH-CE30454896","","","","","masked blunt object",""
"KA-202507-030135","PH-9F33BA3D9F","","","","","masked blunt object",""
"KA-202507-030138","PH-B88AF05C37","","","","","masked blunt object",""
"KA-202507-030141","PH-F4FD5A77D4","","","","","masked blunt object",""
"KA-202507-030144","PH-723FB2DA0B","","","","VH-11ABF60DA4","",""
"KA-202507-030147","PH-E8D873EB4A","","","","VH-BA09AD426D","",""
"KA-202507-030150","PH-605CD298BE","","","","VH-616D5B695A","",""
"KA-202507-030153","PH-925690518B","","","","VH-F06F00697F","",""
"KA-202507-030156","PH-9515F95681","","","","VH-CA06452663","",""
"KA-202507-030159","PH-14119B63F3","","","","VH-690D6F484D","",""
"KA-202507-030162","PH-D387C90A70","","","","VH-82991AD531","",""
"KA-202507-030165","PH-6A14F5EAAE","","","","VH-6F7D19D540","",""
"KA-202507-030168","PH-9604BF5554","","","","VH-6EBCD11139","",""
"KA-202507-030171","PH-41E6B3AF38","","","","VH-65D7AB9069","",""
"KA-202507-030174","PH-0849D8186A","","","","VH-D33B3131CF","",""
"KA-202507-030177","PH-C02A5BC2E1","","","","VH-B72BC4CBC9","",""
"KA-202507-030180","PH-0466405C82","","","","VH-17C4DBB555","",""
"KA-202507-030183","PH-9B46FD2568","","","","VH-4A8682E2BE","",""
"KA-202507-030186","PH-F1EA8B1A5B","","","","VH-E1D2E820BF","",""
"KA-202507-030189","PH-255C9858CF","","","","VH-017FBCCDE1","",""
"KA-202507-030192","PH-BFDC584D30","","","","VH-FFF53C2F3E","",""
"KA-202507-030195","PH-ABFBD82C03","","","","VH-5C22ECCB97","",""
"KA-202507-030198","PH-0B8AB067BE","","","","VH-21FC986C3A","",""
"KA-202507-030201","PH-42F520E6E4","","","","VH-16CE55E80B","",""
"KA-202507-030204","PH-20C45B9326","","","","VH-6CCCF5C788","",""
"KA-202507-030207","PH-76835DC1EA","","","","VH-F57D6D4839","",""
"KA-202507-030210","PH-7A5FF1B7E4","","","","VH-91FC0AB6EB","",""
"KA-202507-030213","PH-925900C99E","","","","VH-C22DB043A6","",""
"KA-202507-030216","PH-39FA5268CC","","","","VH-7DDF863F26","",""
"KA-202507-030219","PH-7E23FA1730","","","","VH-1F27056995","",""
"KA-202507-030222","PH-3FB6780239","","","","VH-BCA1DBD18D","",""
"KA-202507-030225","PH-A147A4AC90","","","","VH-080066AC6D","",""
"KA-202507-030228","PH-6DC90C7D19","","","","VH-CBEACA34C6","",""
"KA-202507-030231","PH-39559086B3","","","","VH-8D3818B1C0","",""
"KA-202507-030234","PH-D4BBF2CA8B","","","","VH-10DB99A99D","",""
"KA-202507-030237","PH-BF1EB17E67","","","","VH-C861E7F9BB","",""
"KA-202507-030240","PH-CCD158A197","","","","VH-CE389C5B07","",""
"KA-202507-030243","PH-3F41511D1D","","","","VH-AAEB315B36","",""
"KA-202507-030246","PH-0D6E93A23D","","","","VH-9E6430FF6D","",""
"KA-202507-030249","PH-6C6FB37D0C","","","","VH-6EDEB0EE0D","",""
"KA-202507-030252","PH-D4466C9AEB","","","","VH-C964712C1A","",""
"KA-202507-030255","PH-01881F630C","","","","VH-7F2DF0A957","",""
"KA-202507-030258","PH-0FFF6B5188","","","","VH-7FC1070931","",""
"KA-202507-030261","PH-FD8EF83AB6","","","","VH-D46A345ACF","",""
"KA-202507-030264","PH-763F838745","","","","VH-F81AF0B5DA","",""
"KA-202507-030267","PH-DAB5709B43","","","","VH-CD6FDDF5E7","",""
"KA-202507-030270","PH-EDF99A2485","","","","VH-D32AED1A89","",""
"KA-202507-030273","PH-B88EAEF1BC","","","","VH-4BC28F01F8","",""
"KA-202507-030276","PH-AB781B442A","","","","VH-4AC08A0DDB","",""
"KA-202507-030279","PH-133F9F8878","","","","VH-1F21A6F52D","",""
"KA-202507-030282","PH-7B17EBF249","","","","VH-89A38104F5","",""
"KA-202507-030285","PH-DDCD603697","","","","VH-5CFB4A227C","",""
"KA-202507-030288","PH-98A4667BF8","","","","VH-912E28F349","",""
"KA-202507-030291","PH-E89DEE0ED3","","","","VH-82CF81CEFC","",""
"KA-202507-030294","PH-091AD51EBC","","","","VH-D500D45E7F","",""
"KA-202507-030297","PH-EE6D4FECDB","","","","VH-9099218A2F","",""
"KA-202507-030300","PH-C597D607BE","","","","VH-34D4CB3BA1","",""
"KA-202507-030303","PH-7B6F126675","","","","VH-0C75B5D2E5","",""
"KA-202507-030306","PH-E666F7F301","","","","VH-950572E149","",""
"KA-202507-030309","PH-7493EB7C21","","","","VH-B96853F27D","",""
"KA-202507-030312","PH-2B45519C55","","","","VH-7DD2A3EF18","",""
"KA-202507-030315","PH-533B5029D3","","","","VH-414E99B3B5","",""
"KA-202507-030318","PH-1312E20C51","","","","VH-B90A0EFEA3","",""
"KA-202507-030321","PH-75D499F6E3","","","","VH-5F4FE7C704","",""
"KA-202507-030324","PH-5BA9695394","","","","VH-8992940C2C","",""
"KA-202507-030327","PH-387A71D458","","","","VH-AE3952C2A2","",""
"KA-202507-030330","PH-5D87C7BE73","","","","VH-021BBCD6DB","",""
"KA-202507-030333","PH-B4CE4EA319","","","","VH-D0A2CACAD0","",""
"KA-202507-030336","PH-BD44E51898","","","","VH-7971F417D2","",""
"KA-202507-030339","PH-A3764E913C","","","","VH-5956FD6F27","",""
"KA-202507-030342","PH-860897C427","","","","VH-E599C434DB","",""
"KA-202507-030345","PH-CE25EE7D85","","","","VH-A2E0D76001","",""
"KA-202507-030348","PH-A2A4573B78","","","","VH-1745923BA7","",""
"KA-202507-030351","PH-2454BA123E","","","","VH-B54256AE5C","",""
"KA-202507-030354","PH-C948C9BF52","","","","VH-CE56910AE5","",""
"KA-202507-030357","PH-F2ADD45B1C","","","","VH-886E00B71F","",""
"KA-202507-030360","PH-70C2271AF7","","","","VH-E53F8B9798","",""
"KA-202507-030363","PH-89802E0581","","","","VH-151B283256","",""
"KA-202507-030366","PH-2904A49548","","","","VH-EA3DD00898","",""
"KA-202507-030369","PH-9146A426BF","","","","VH-66885B4002","",""
"KA-202507-030372","PH-D1A9AB2EEB","","","","VH-964AA2480A","",""
"KA-202507-030375","PH-4A9E7D4F1C","","","","VH-2569186FE2","",""
"KA-202507-030378","PH-0320739CD3","","","","VH-1B413A4A56","",""
"KA-202507-030381","PH-B28F3BC0ED","","","","VH-642CECE060","",""
"KA-202507-030384","PH-1BAB6E5332","","","","VH-F16FF87CB4","",""
"KA-202507-030387","PH-61933D493B","","","","VH-1366C332ED","",""
"KA-202507-030390","PH-B6BFF7EE87","","","","VH-5E8FD512A3","",""
"KA-202507-030393","PH-F972915963","","","","VH-1CC7137B42","",""
"KA-202507-030396","PH-600F58DD74","","","","VH-A2CF59AD1A","",""
"KA-202507-030399","PH-F3F3D2B5D5","","","","VH-96752CBC00","",""
"KA-202507-030402","PH-7435251C20","","","","VH-CD9612CAA8","",""
"KA-202507-030405","PH-A22C065298","","","","VH-F0A35A2C35","",""
"KA-202507-030408","PH-422D2FDC0B","","","","VH-73756137DF","",""
"KA-202507-030411","PH-6D69614C62","","","","VH-9809654625","",""
"KA-202507-030414","PH-73EE9D6E73","","","","VH-0ED9D74961","",""
"KA-202507-030417","PH-D962BDF384","","","","VH-63C47D73C4","",""
"KA-202507-030420","PH-DB2B044876","","","","VH-DF408E23C8","",""
"KA-202507-030423","PH-50164C75B4","","","","VH-5780B410DD","",""
"KA-202507-030426","PH-23F403CAE3","","","","VH-45746F2B22","",""
"KA-202507-030429","PH-46F1A533AA","","","","VH-6971536BDA","",""
"KA-202507-030432","PH-82CF5DB08B","","","","VH-15DA55E219","",""
"KA-202507-030435","PH-F16E5952C1","","","","VH-A4A6024188","",""
"KA-202507-030438","PH-EF859DDD5B","","","","VH-AD8D247B35","",""
"KA-202507-030441","PH-815B2904EC","","","","VH-0650F2CED4","",""
"KA-202507-030444","PH-AC167A5F56","","","","VH-A38BD53E62","",""
"KA-202507-030447","PH-B708A70E58","","","","VH-0AAC90BB5D","",""
"KA-202507-030450","PH-D0F1528022","","","","VH-B9BD388318","",""
"KA-202507-030453","PH-26563FC990","","","","VH-2309348487","",""
"KA-202507-030456","PH-4A05D142F7","","","","VH-AEA417FFA0","",""
"KA-202507-030459","PH-9219BE9A26","","","","VH-3E41F56FDC","",""
"KA-202507-030462","PH-6D33778D55","","","","VH-BC629FD3E6","",""
"KA-202507-030465","PH-B0A88FE5BD","","","","VH-9FF062AE37","",""
"KA-202507-030468","PH-67831BDA32","","","","VH-927BFD3F5C","",""
"KA-202507-030471","PH-0F836D8698","","","","VH-72B2D7409D","",""
"KA-202507-030474","PH-8BD23A6C9F","","","","VH-A783096C57","",""
"KA-202507-030477","PH-B554C326F5","","","","VH-FF5BEA7EF6","",""
"KA-202507-030480","PH-C0EDAFF47A","","","","VH-E6304B6264","",""
"KA-202507-030483","PH-1BBAF798C6","","","","VH-ADAA964F87","",""
"KA-202507-030486","PH-4B71F5DFDB","","","","VH-C4ADE69E2C","",""
"KA-202507-030489","PH-6BBC45CA6C","","","","VH-B0C0DE09CD","",""
"KA-202507-030492","PH-CD5A4AFAC4","","","","VH-2A61065B75","",""
"KA-202507-030495","PH-B13979FE6A","","","","VH-96AB0F59B7","",""
"KA-202507-030498","PH-3A72C7C739","","","","VH-00463B54B1","",""
"KA-202507-030501","PH-8CEF80DC00","","","","VH-7A585D7D8E","",""
"KA-202507-030504","PH-372856F4A0","","","","VH-9E70570D05","",""
"KA-202507-030507","PH-FA18310BA8","","","","VH-4C26B412A1","",""
"KA-202507-030510","PH-4B1F110936","","","","VH-1430109739","",""
"KA-202507-030513","PH-7487CB2532","","","","VH-C23293D0DB","",""
"KA-202507-030516","PH-B8A507013B","","","","VH-C905BC252A","",""
"KA-202507-030519","PH-ED79B4D589","","","","VH-9E9F5514B8","",""
"KA-202507-030522","PH-D4A547678A","","","","VH-8E8A758204","",""
"KA-202507-030525","PH-51649B15C8","","","","VH-0FF4B0C45B","",""
"KA-202507-030528","PH-CB6B49DD80","","","","VH-92946B81E0","",""
"KA-202507-030531","PH-CF20EA3C19","","","","VH-D35FE1239B","",""
"KA-202507-030534","PH-59BBD79A75","","","","VH-400C123096","",""
"KA-202507-030537","PH-92749E302F","","","","VH-C91FEA2A80","",""
"KA-202507-030540","PH-D426C8ED57","","","","VH-1782577E15","",""
"KA-202507-030543","PH-7B76183906","","","","VH-3B87B12B5E","",""
"KA-202507-030546","PH-1ED452912E","","","","VH-4EA1046774","",""
"KA-202507-030549","PH-CB261C17B9","","","","VH-2902E17BD8","",""
"KA-202507-030552","PH-91253C277C","","","","VH-16B8D0DA7A","",""
"KA-202507-030555","PH-5562DDC714","","","","VH-B5A25D2471","",""
"KA-202507-030558","PH-7C39177805","","","","VH-B51AB4148F","",""
"KA-202507-030561","PH-02888E6821","","","","VH-F8807319A2","",""
"KA-202507-030564","PH-E3177CC7FD","","","","VH-5F70DB6892","",""
"KA-202507-030567","PH-400D32708F","","","","VH-4769067498","",""
"KA-202507-030570","PH-82BA072DE4","","","","VH-D4E9885C7F","",""
"KA-202507-030573","PH-8D25A9664D","","","","VH-CE4CB4E351","",""
"KA-202507-030576","PH-429D6B12FD","","","","VH-019466890C","",""
"KA-202507-030579","PH-22C5EDC08A","","","","VH-84FD85D61A","",""
"KA-202507-030582","PH-EF1794211D","","","","VH-E4ED2C8AC6","",""
"KA-202507-030585","PH-E50E85C5A0","","","","VH-E16DFE4BA4","",""
"KA-202507-030588","PH-F1910EAD2A","","","","VH-C17AB167FE","",""
"KA-202507-030591","PH-E02B762A2A","","","","VH-98D8B62BAC","",""
"KA-202507-030594","PH-56F93ED10D","","","","VH-25A29C9A75","",""
"KA-202507-030597","PH-9A6C829ADC","","","","VH-6CB032E1C6","",""
"KA-202507-030600","PH-3979B0205D","","","","VH-141E8D9E30","",""
"KA-202507-030603","PH-9C061BC72C","","","","VH-0C8B9495A4","",""
"KA-202507-030606","PH-4303E15C77","","","","VH-58F7B85EA9","",""
"KA-202507-030609","PH-0F7DB4F6CA","","","","VH-CEA6B4817B","",""
"KA-202507-030612","PH-EC06065A9F","","","","VH-33DA62660C","",""
"KA-202507-030615","PH-007DD05F1D","","","","VH-AA5E8BA3BB","",""
"KA-202507-030618","PH-ADDFDF4106","","","","VH-7C564573DD","",""
"KA-202507-030621","PH-D7F971F676","","","","VH-17601F6B77","",""
"KA-202507-030624","PH-094C7D2E4A","","","","VH-2DD31E8FD3","",""
"KA-202507-030627","PH-DC8AF2E959","","","","VH-A95A0F0130","",""
"KA-202507-030630","PH-25056DB249","","","","VH-FD71DAA5FC","",""
"KA-202507-030633","PH-B81BDFA730","","","","VH-D81EB28DEA","",""
"KA-202507-030636","PH-221A047EC3","","","","VH-8B152C555D","",""
"KA-202507-030639","PH-ED30AE9355","","","","VH-B8A6522CE2","",""
"KA-202507-030642","PH-01D8ABD66A","","","","VH-72F32FE0E8","",""
"KA-202507-030645","PH-DA717E770A","","","","VH-917C544EB0","",""
"KA-202507-030648","PH-153E3831AC","","","","VH-97A9808536","",""
"KA-202507-030651","PH-7456BFFA2A","","","","VH-191EF48DB0","",""
"KA-202507-030654","PH-98BA811562","","","","VH-C3B5A38C61","",""
"KA-202507-030657","PH-AE1371D1A1","","","","VH-ACFDC1260D","",""
"KA-202507-030660","PH-1989DB1DA9","","","","VH-FA6481F75D","",""
"KA-202507-030663","PH-D5EF849EF2","","","","VH-BD8F9D6EA8","",""
"KA-202507-030666","PH-90F76B151D","","","","VH-0EDED8901A","",""
"KA-202507-030669","PH-3108167A99","","","","VH-F08FCEE40C","",""
"KA-202507-030672","PH-2B630C3AD7","","","","VH-78CCD27FC0","",""
"KA-202507-030675","PH-4198399614","","","","VH-8C93B653F3","",""
"KA-202507-030678","PH-CBFA766459","","","","VH-94827B77B1","",""
"KA-202507-030681","PH-9C946413BD","","","","VH-360960D01E","",""
"KA-202507-030684","PH-D477F6D361","","","","VH-113B90F2E8","",""
"KA-202507-030687","PH-13EDD38B2A","","","","VH-DC859A0F30","",""
"KA-202507-030690","PH-D79B4583EA","","","","VH-655C8EDF7E","",""
"KA-202507-030693","PH-DDEEC78F52","","","","VH-7BE7B8AA2D","",""
"KA-202507-030696","PH-BF0AA7E3DF","","","","VH-21BE6F421D","",""
"KA-202507-030699","PH-A263E26577","","","","VH-5DD0C04F89","",""
"KA-202507-030702","PH-81CA498362","","","","VH-478EE0CACB","",""
"KA-202507-030705","PH-D4B41E73ED","","","","VH-8D41161FB7","",""
"KA-202507-030708","PH-FF5DC61E2F","","","","VH-3E6C3B9114","",""
"KA-202507-030711","PH-EDF7CF99B7","","","","VH-0B338B822F","",""
"KA-202507-030714","PH-C8E7C1D6C5","","","","VH-D09D4AEE6A","",""
"KA-202507-030717","PH-7DF865A8A6","","","","VH-850B4D2EA3","",""
"KA-202507-030720","PH-24F3590EE4","","","","VH-E6DE751619","",""
"KA-202507-030723","PH-8E1A72DC4D","","","","VH-B9D239B1F5","",""
"KA-202507-030726","PH-2FE2C81D83","","","","VH-CB95AC7753","",""
"KA-202507-030729","PH-0E9C49D6F7","","","","VH-5CEBBDE820","",""
"KA-202507-030732","PH-5E2C0C9719","","","","VH-8B1F60EF70","",""
"KA-202507-030735","PH-DAB6D84B42","","","","VH-7D39D2A0CF","",""
"KA-202507-030738","PH-4EA66DBD90","","","","VH-CF44C9279D","",""
"KA-202507-030741","PH-6FAE3C1F17","","","","VH-A0A73005B1","",""
"KA-202507-030744","PH-B817A46301","","","","VH-E764755439","",""
"KA-202507-030747","PH-8E6D1CFB53","","","","VH-CA2DDA1CE0","",""
"KA-202507-030750","PH-018FD5F8C9","","","","VH-65CC161009","",""
"KA-202507-030753","PH-9B2872B97C","","","","VH-D35BD20F5F","",""
"KA-202507-030756","PH-446FDB5100","","","","VH-8C3296CF58","",""
"KA-202507-030759","PH-389B901D0A","","","","VH-A100FB5EA7","",""
"KA-202507-030762","PH-95F4833E71","","","","VH-85600B213F","",""
"KA-202507-030765","PH-CDC1E7444B","","","","VH-B676BA6F75","",""
"KA-202507-030768","PH-FDA8765EB5","","","","VH-523B72BF38","",""
"KA-202507-030771","PH-07A45C06C6","","","","VH-A1DD99E0AA","",""
"KA-202507-030774","PH-03BA1B5659","","","","VH-2CC1B5D804","",""
"KA-202507-030777","PH-43D5BCBB9C","","","","VH-71CAF29FC4","",""
"KA-202507-030780","PH-E8E7F15351","","","","VH-7E6DB37E9C","",""
"KA-202507-030783","PH-FA20DCA7AF","","","","VH-7431E430F8","",""
"KA-202507-030786","PH-C5B158E656","","","","VH-A5A98AB665","",""
"KA-202507-030789","PH-E767DB939E","","","","VH-AE1B6C96C8","",""
"KA-202508-030792","PH-884CEB0905","BK-F3D98D2A11","UPI-C6E900C0FA","SIM-2E7B825D80","","","DA-2BF0ADD6EE"
"KA-202508-030795","PH-78CA35E515","BK-79BD1F3D96","UPI-2C201137C1","SIM-4E80E8A5C4","","","DA-6C4BABE63D"
"KA-202508-030798","PH-70F032B226","BK-70A327B75F","UPI-4B43585BBE","SIM-AB097D8454","","","DA-57496D1846"
"KA-202508-030801","PH-E4D4CF3180","BK-8FA5D04CC3","UPI-DA2B9BE8CF","SIM-9C6566361F","","","DA-82A4150BA7"
"KA-202508-030804","PH-5C30530B8A","BK-63FFE6C91A","UPI-61DF3E89B9","SIM-1F2AF0A47A","","","DA-CEC95793CB"
"KA-202508-030807","PH-D6E4F33135","BK-533588160B","UPI-FA4BC77BC3","SIM-3A28E61DEA","","","DA-AA4BC36AF5"
"KA-202508-030810","PH-873765CACC","BK-B1AFC061CC","UPI-D8F6CE2FD4","SIM-1094C236C9","","","DA-08368CE3B7"
"KA-202508-030813","PH-C6A7CE6500","BK-0337D05256","UPI-EA2F6EF1C2","SIM-8A36D562E5","","","DA-36F38DAF84"
"KA-202508-030816","PH-C938BB8691","BK-32FE7BDB2B","UPI-B117726D43","SIM-5AA5BA88B9","","","DA-B0F2EF2180"
"KA-202508-030819","PH-E03B6FEA46","BK-5B8FFBF0FF","UPI-4EB002EF8F","SIM-7C7E4D0476","","","DA-0447F62ECA"
"KA-202508-030822","PH-33D7D4B91B","BK-C2564CE713","UPI-2FEE148016","SIM-F57CD4661B","","","DA-2839ABACC3"
"KA-202508-030825","PH-2D753D50F5","BK-B3B8EFD7DA","UPI-10909E98EF","SIM-718EF00C0C","","","DA-FF92EBD999"
"KA-202508-030828","PH-405F414683","BK-FC95FDEEC4","UPI-E4AAA4143A","SIM-3CE532D47A","","","DA-536471EDCD"
"KA-202508-030831","PH-45A1CBC1C7","BK-389B595516","UPI-776E01B00D","SIM-618501EA36","","","DA-3E929892A6"
"KA-202508-030834","PH-0723AE4B9B","BK-079E19743F","UPI-AD9CBA45EE","SIM-CB688C81BB","","","DA-A789CF9A99"
"KA-202508-030837","PH-8B35FFCA3A","BK-02C6360622","UPI-E49C24BC0D","SIM-C598254AAB","","","DA-AC0862E306"
"KA-202508-030840","PH-32F9062F7D","BK-CC05C0302B","UPI-7021056CE2","SIM-4EDACD61D0","","","DA-2058E492E7"
"KA-202508-030843","PH-AC08DCDCDC","BK-988A326030","UPI-D04FD1B418","SIM-C4B5B8A784","","","DA-3A28D2A993"
"KA-202508-030846","PH-7EE37EFC57","BK-FDDDB46D29","UPI-A0E4CE7893","SIM-83DA2AD4CE","","","DA-20C1B63F20"
"KA-202508-030849","PH-2BBC091DD9","BK-F2E2BAF967","UPI-2E7B57A8F8","SIM-A921925E87","","","DA-3E1B0CC144"
"KA-202508-030852","PH-07BD057EB3","BK-4814A80CC2","UPI-443BA928B1","SIM-9422D60F93","","","DA-46F4E5AC12"
"KA-202508-030855","PH-1688D1B841","BK-CAD45B59B0","UPI-1288590C1A","SIM-867F3AA411","","","DA-8367412118"
"KA-202508-030858","PH-C56398583D","BK-A0534DD59E","UPI-7C3823D1A4","SIM-ED31BD7759","","","DA-62101B6338"
"KA-202508-030861","PH-F7E071EC86","BK-C2313CB353","UPI-B586622147","SIM-EF5E9F3C61","","","DA-E4D445D482"
"KA-202508-030864","PH-C9B163F647","BK-AAD23A502A","UPI-D457ED1C4C","SIM-26B83848EA","","","DA-1E92B03CE6"
"KA-202508-030867","PH-0ECBEA57C5","BK-533D97A8EB","UPI-A0C6BEC439","SIM-9DCC4FA8D6","","","DA-9939C9E870"
"KA-202508-030870","PH-4373EB70CD","BK-7CEE06CFAC","UPI-5C4822D69F","SIM-FC6A27D075","","","DA-57368A04EB"
"KA-202508-030873","PH-220C87987C","BK-D7E082E209","UPI-A645554412","SIM-1F1EB3F6D2","","","DA-2DC56B025B"
"KA-202508-030876","PH-B59CC5A66B","BK-EE7B97F86A","UPI-BD2AD468DF","SIM-DA1B443174","","","DA-4DBAB608E7"
"KA-202508-030879","PH-BC5B119B83","BK-B797CC601F","UPI-2CE6B1A4D6","SIM-91B335D1B4","","","DA-03A6285F8E"
"KA-202508-030882","PH-4181B1235D","BK-69FF7B590C","UPI-E7C8EAAF55","SIM-FB88402C07","","","DA-9277D4C653"
"KA-202508-030885","PH-B934663EB4","BK-06B730CCC2","UPI-5C142E2C4C","SIM-3AACA7CA5B","","","DA-CC81FDB8F5"
"KA-202508-030888","PH-8EB8C4C071","BK-20D05B92CE","UPI-E86BD57C04","SIM-236E5B9466","","","DA-3CC708B662"
"KA-202508-030891","PH-7C93212BB3","BK-537D5C0E07","UPI-7AD5C1F1CD","SIM-E1227D2732","","","DA-3D93962C99"
"KA-202508-030894","PH-488831F71C","BK-DC68D3FA11","UPI-453E7AAE3C","SIM-FFE409B8AB","","","DA-B5D8050FF3"
"KA-202508-030897","PH-B671715695","BK-73391B3E3B","UPI-C95D8DC0C4","SIM-4562D4584F","","","DA-A48D33F9E1"
"KA-202508-030900","PH-D77DB29C67","BK-5CB13E4363","UPI-7997BE410F","SIM-C09F123E22","","","DA-8E24E0373D"
"KA-202508-030903","PH-B8E3E8FC58","BK-BA27F23F59","UPI-9DAE5789BC","SIM-0282A4425E","","","DA-E5F1D635A9"
"KA-202508-030906","PH-3D39F8E5CD","BK-10F9DA052A","UPI-14D3EA35B0","SIM-9B180BB5E1","","","DA-DF5A12E4A1"
"KA-202508-030909","PH-7843FDD1E3","BK-3E66B5DE3B","UPI-570E65FD14","SIM-BD5AA31740","","","DA-E5B801DCFB"
"KA-202508-030912","PH-3130D47B69","BK-BAB7655052","UPI-674D15DAA2","SIM-968AC621D6","","","DA-26CD1224D3"
"KA-202508-030915","PH-927F88EE6C","BK-931FB1579C","UPI-3742B26ECA","SIM-B72DF802D9","","","DA-1A7C309487"
"KA-202508-030918","PH-14A26BC782","BK-3ED5086039","UPI-88F9FBA359","SIM-3AE0E48751","","","DA-569EB7D670"
"KA-202508-030921","PH-17AF3745C2","BK-0F8BB57BCD","UPI-ED43277610","SIM-FCBE6B7266","","","DA-715BF4438D"
"KA-202508-030924","PH-3EAAC84108","BK-7FAAAB3572","UPI-A460E26179","SIM-5983180DD7","","","DA-B44E37EEB3"
"KA-202508-030927","PH-B269D9EF85","BK-5FEB872E89","UPI-73B43A21D2","SIM-510FE27E54","","","DA-2657069768"
"KA-202508-030930","PH-E160EF7E27","BK-088B35B309","UPI-649868E8CB","SIM-85B2077C22","","","DA-EBFD4F3CE7"
"KA-202508-030933","PH-F1ADB0D971","BK-6FE3EC683E","UPI-33AC99C5F7","SIM-CA39830833","","","DA-9BBEF4CACB"
"KA-202508-030936","PH-4CA7B95566","BK-59F342F25E","UPI-C1845738A4","SIM-E3D739A595","","","DA-9DB8CC2DBE"
"KA-202508-030939","PH-930536C9E0","BK-14DB0DABCE","UPI-DF7D425728","SIM-1C0D315BFB","","","DA-6E6F0F30B0"
"KA-202508-030942","PH-CFCAE4C182","BK-8FC55193A6","UPI-B9FB1936F5","SIM-1570B2B40F","","","DA-724D6A5722"
"KA-202508-030945","PH-0A03E421BC","BK-BD5BB3E064","UPI-82316E80F4","SIM-918F553551","","","DA-ADD0BF0B79"
"KA-202508-030948","PH-1A30A5114F","BK-F26EC951CD","UPI-EC81D7AD6F","SIM-753FB1C933","","","DA-FA58229887"
"KA-202508-030951","PH-EBECABACD8","BK-2546E9C742","UPI-17D9B837F1","SIM-38B1B96C33","","","DA-EE63860187"
"KA-202508-030954","PH-5EA1D5768B","BK-6AFD7F2046","UPI-8E9E808339","SIM-1AF062D95D","","","DA-99294285F5"
"KA-202508-030957","PH-5B4EE19F3E","BK-A0C9909399","UPI-F08CEE9871","SIM-C22C238CEA","","","DA-0768C6474B"
"KA-202508-030960","PH-7498C23677","BK-DE55ADF562","UPI-DE4CD51F55","SIM-1CF0B616E9","","","DA-67E36D4A39"
"KA-202508-030963","PH-7D374904E4","BK-C03E92D391","UPI-303F95B143","SIM-456CF3379E","","","DA-DCDF7A19D8"
"KA-202508-030966","PH-5B96527C68","BK-852B532E2C","UPI-BF44F81239","SIM-CA94D074A5","","","DA-D605F9B0EB"
"KA-202508-030969","PH-614A7B04E1","BK-6B4559371C","UPI-05760A74AA","SIM-1039C0FEB8","","","DA-98CA7BE1A8"
"KA-202508-030972","PH-3E077D2129","BK-24E8F74E77","UPI-535D7B8AD5","SIM-FF98E272E0","","","DA-ED406DD5F7"
"KA-202508-030975","PH-D7E679E8FF","BK-E6C8DE0989","UPI-D6939AE74A","SIM-C4927CC090","","","DA-92B81F497F"
"KA-202508-030978","PH-0FC4E29C20","BK-CE0C42BDCD","UPI-9608C033C4","SIM-7917136C37","","","DA-C4BFAB9E6C"
"KA-202508-030981","PH-AC951FD066","BK-7460D63AC3","UPI-16283A7583","SIM-AD9742A3BD","","","DA-B663875D4D"
"KA-202508-030984","PH-F91C4627B9","BK-8FC2597CF3","UPI-B28D942008","SIM-900EE06C92","","","DA-C678E92B12"
"KA-202508-030987","PH-DBA49A2F37","BK-739AF0BB81","UPI-7633599945","SIM-67DF35D1CE","","","DA-4BC4688D90"
"KA-202508-030990","PH-279398D77C","BK-A9164FC918","UPI-2F2A444A1A","SIM-453DB781DA","","","DA-6B0CD6B179"
